obs,sp500,divyld,i3,ip,pcsp,rsp500,pcip,ci3,ci3_1,ci3_2,pcip_1,pcip_2,pcip_3,pcsp_1,pcsp_2,pcsp_3
1961M06,65.62,2.99,2.36,38.3,-15.87965,-12.88965,19.09809,0.07,-0.04,-0.09,16.12903,26.3736,6.629859,12.21324,32.00248,37.63882
1961M07,65.44,2.99,2.27,38.7,-3.291685,-0.301685,12.53269,-0.09,0.07,-0.04,19.09809,16.12903,26.3736,-15.87965,12.21324,32.00248
1961M08,67.79,2.91,2.4,39.1,43.09288,46.00288,12.40303,0.13,-0.09,0.07,12.53269,19.09809,16.12903,-3.291685,-15.87965,12.21324
1961M09,67.26,2.93,2.3,39,-9.381893,-6.451893,-3.069007,-0.1,0.13,-0.09,12.40303,12.53269,19.09809,43.09288,-3.291685,-15.87965
1961M10,68,2.91,2.35,39.8,13.20246,16.11246,24.61536,0.05,-0.1,0.13,-3.069007,12.40303,12.53269,-9.381893,43.09288,-3.291685
1961M11,71.08,2.83,2.46,40.4,54.35297,57.18298,18.09052,0.11,0.05,-0.1,24.61536,-3.069007,12.40303,13.20246,-9.381893,43.09288
1961M12,71.74,2.85,2.62,40.7,11.14231,13.99231,8.910869,0.16,0.11,0.05,18.09052,24.61536,-3.069007,54.35297,13.20246,-9.381893
1962M01,69.07,2.97,2.75,40.4,-44.66125,-41.69125,-8.845186,0.13,0.16,0.11,8.910869,18.09052,24.61536,11.14231,54.35297,13.20246
1962M02,70.22,2.95,2.75,41.1,19.97976,22.92976,20.79199,0,0.13,0.16,-8.845186,8.910869,18.09052,-44.66125,11.14231,54.35297
1962M03,70.29,2.95,2.72,41.3,1.196235,4.146235,5.839438,-0.03,0,0.13,20.79199,-8.845186,8.910869,19.97976,-44.66125,11.14231
1962M04,68.05,3.05,2.73,41.4,-38.24154,-35.19154,2.905636,0.01,-0.03,0,5.839438,20.79199,-8.845186,1.196235,19.97976,-44.66125
1962M05,62.99,3.32,2.69,41.3,-89.22853,-85.90853,-2.898617,-0.04,0.01,-0.03,2.905636,5.839438,20.79199,-38.24154,1.196235,19.97976
1962M06,55.63,3.78,2.72,41.2,-140.2127,-136.4327,-2.905525,0.03,-0.04,0.01,-2.898617,2.905636,5.839438,-89.22853,-38.24154,1.196235
1962M07,56.97,3.68,2.94,41.6,28.90527,32.58527,11.65042,0.22,0.03,-0.04,-2.905525,-2.898617,2.905636,-140.2127,-89.22853,-38.24154
1962M08,58.52,3.57,2.84,41.7,32.64875,36.21875,2.884681,-0.1,0.22,0.03,11.65042,-2.905525,-2.898617,28.90527,-140.2127,-89.22853
1962M09,58,3.6,2.79,41.9,-10.66303,-7.063031,5.755418,-0.05,-0.1,0.22,2.884681,11.65042,-2.905525,32.64875,28.90527,-140.2127
1962M10,56.17,3.71,2.75,42,-37.86211,-34.15211,2.863918,-0.04,-0.05,-0.1,5.755418,2.884681,11.65042,-10.66303,32.64875,28.90527
1962M11,60.04,3.5,2.8,42.2,82.67764,86.17764,5.714308,0.05,-0.04,-0.05,2.863918,5.755418,2.884681,-37.86211,-10.66303,32.64875
1962M12,62.64,3.4,2.86,42.2,51.96532,55.36533,0,0.06,0.05,-0.04,5.714308,2.863918,5.755418,82.67764,-37.86211,-10.66303
1963M01,65.06,3.31,2.91,42.5,46.36012,49.67012,8.530784,0.05,0.06,0.05,0,5.714308,2.863918,51.96532,82.67764,-37.86211
1963M02,65.92,3.27,2.92,42.9,15.86229,19.13229,11.29416,0.01,0.05,0.06,8.530784,0,5.714308,46.36012,51.96532,82.67764
1963M03,65.67,3.28,2.9,43.2,-4.550971,-1.270971,8.391587,-0.02,0.01,0.05,11.29416,8.530784,0,15.86229,46.36012,51.96532
1963M04,68.76,3.15,2.91,43.6,56.46421,59.61421,11.11105,0.01,-0.02,0.01,8.391587,11.29416,8.530784,-4.550971,15.86229,46.36012
1963M05,70.14,3.13,2.92,44.1,24.08372,27.21372,13.76147,0.01,0.01,-0.02,11.11105,8.391587,11.29416,56.46421,-4.550971,15.86229
1963M06,70.11,3.16,3,44.3,-0.513238,2.646762,5.442198,0.08,0.01,0.01,13.76147,11.11105,8.391587,24.08372,56.46421,-4.550971
1963M07,69.07,3.2,3.14,44.1,-17.80061,-14.60061,-5.417628,0.14,0.08,0.01,5.442198,13.76147,11.11105,-0.513238,24.08372,56.46421
1963M08,70.98,3.13,3.32,44.2,33.18379,36.31379,2.721151,0.18,0.14,0.08,-5.417628,5.442198,13.76147,-17.80061,-0.513238,24.08372
1963M09,72.85,3.06,3.38,44.6,31.61446,34.67446,10.85967,0.06,0.18,0.14,2.721151,-5.417628,5.442198,33.18379,-17.80061,-0.513238
1963M10,73.03,3.05,3.45,44.9,2.965002,6.015001,8.071831,0.07,0.06,0.18,10.85967,2.721151,-5.417628,31.61446,33.18379,-17.80061
1963M11,72.62,3.14,3.52,45.1,-6.736892,-3.596892,5.34513,0.07,0.07,0.06,8.071831,10.85967,2.721151,2.965002,31.61446,33.18379
1963M12,74.17,3.13,3.52,45.1,25.6127,28.7427,0,0,0.07,0.07,5.34513,8.071831,10.85967,-6.736892,2.965002,31.61446
1964M01,76.45,3.06,3.53,45.5,36.88821,39.94821,10.64306,0.01,0,0.07,0,5.34513,8.071831,25.6127,-6.736892,2.965002
1964M02,77.39,3.05,3.53,45.8,14.75478,17.80478,7.912068,0,0.01,0,10.64306,0,5.34513,36.88821,25.6127,-6.736892
1964M03,78.8,3.03,3.55,45.8,21.86335,24.89335,0,0.02,0,0.01,7.912068,10.64306,0,14.75478,36.88821,25.6127
1964M04,79.94,3,3.48,46.5,17.3604,20.3604,18.34063,-0.07,0.02,0,0,7.912068,10.64306,21.86335,14.75478,36.88821
1964M05,80.72,3.01,3.48,46.8,11.70876,14.71876,7.741916,0,-0.07,0.02,18.34063,0,7.912068,17.3604,21.86335,14.75478
1964M06,80.24,3.05,3.48,46.9,-7.135828,-4.085828,2.564161,0,0,-0.07,7.741916,18.34063,0,11.70876,17.3604,21.86335
1964M07,83.22,2.96,3.48,47.2,44.56635,47.52635,7.675886,0,0,0,2.564161,7.741916,18.34063,-7.135828,11.70876,17.3604
1964M08,82,3.03,3.51,47.5,-17.59194,-14.56194,7.627099,0.03,0,0,7.675886,2.564161,7.741916,44.56635,-7.135828,11.70876
1964M09,83.41,3,3.53,47.7,20.6342,23.6342,5.052651,0.02,0.03,0,7.627099,7.675886,2.564161,-17.59194,44.56635,-7.135828
1964M10,84.85,2.95,3.58,47,20.71687,23.66687,-17.61008,0.05,0.02,0.03,5.052651,7.627099,7.675886,20.6342,-17.59194,44.56635
1964M11,85.44,2.96,3.62,48.5,8.344193,11.30419,38.29787,0.04,0.05,0.02,-17.61008,5.052651,7.627099,20.71687,20.6342,-17.59194
1964M12,83.96,3.05,3.86,49.1,-20.78656,-17.73656,14.84532,0.24,0.04,0.05,38.29787,-17.61008,5.052651,8.344193,20.71687,20.6342
1965M01,86.12,2.99,3.83,49.6,30.8719,33.8619,12.21996,-0.03,0.24,0.04,14.84532,38.29787,-17.61008,-20.78656,8.344193,20.71687
1965M02,86.75,2.99,3.93,49.9,8.77841,11.76841,7.258139,0.1,-0.03,0.24,12.21996,14.84532,38.29787,30.8719,-20.78656,8.344193
1965M03,86.83,2.99,3.94,50.6,1.106654,4.096653,16.83359,0.01,0.1,-0.03,7.258139,12.21996,14.84532,8.77841,30.8719,-20.78656
1965M04,87.97,2.95,3.93,50.8,15.75492,18.70492,4.743101,-0.01,0.01,0.1,16.83359,7.258139,12.21996,1.106654,8.77841,30.8719
1965M05,89.28,2.92,3.9,51.2,17.86969,20.78969,9.448855,-0.03,-0.01,0.01,4.743101,16.83359,7.258139,15.75492,1.106654,8.77841
1965M06,85.04,3.07,3.81,51.6,-56.98922,-53.91922,9.374947,-0.09,-0.03,-0.01,9.448855,4.743101,16.83359,17.86969,15.75492,1.106654
1965M07,84.91,3.09,3.83,52.1,-1.834392,1.255608,11.62791,0.02,-0.09,-0.03,9.374947,9.448855,4.743101,-56.98922,17.86969,15.75492
1965M08,86.49,3.06,3.84,52.3,22.32944,25.38944,4.606544,0.01,0.02,-0.09,11.62791,9.374947,9.448855,-1.834392,-56.98922,17.86969
1965M09,89.38,2.98,3.91,52.4,40.09711,43.07711,2.294508,0.07,0.01,0.02,4.606544,11.62791,9.374947,22.32944,-1.834392,-56.98922
1965M10,91.39,2.91,4.03,52.9,26.98593,29.89593,11.45038,0.12,0.07,0.01,2.294508,4.606544,11.62791,40.09711,22.32944,-1.834392
1965M11,92.15,2.96,4.08,53.2,9.979239,12.93924,6.805276,0.05,0.12,0.07,11.45038,2.294508,4.606544,26.98593,40.09711,22.32944
1965M12,91.73,3.06,4.36,53.8,-5.469319,-2.409319,13.5338,0.28,0.05,0.12,6.805276,11.45038,2.294508,9.979239,26.98593,40.09711
1966M01,93.32,3.02,4.6,54.4,20.80013,23.82013,13.38295,0.24,0.28,0.05,13.5338,6.805276,11.45038,-5.469319,9.979239,26.98593
1966M02,92.69,3.06,4.67,54.7,-8.101122,-5.041122,6.61763,0.07,0.24,0.28,13.38295,13.5338,6.805276,20.80013,-5.469319,9.979239
1966M03,88.88,3.23,4.63,55.5,-49.32578,-46.09578,17.55026,-0.04,0.07,0.24,6.61763,13.38295,13.5338,-8.101122,20.80013,-5.469319
1966M04,91.6,3.15,4.61,55.5,36.72369,39.87369,0,-0.02,-0.04,0.07,17.55026,6.61763,13.38295,-49.32578,-8.101122,20.80013
1966M05,86.78,3.3,4.64,56.1,-63.1441,-59.8441,12.97294,0.03,-0.02,-0.04,0,17.55026,6.61763,36.72369,-49.32578,-8.101122
1966M06,86.06,3.36,4.54,56.3,-9.956228,-6.596229,4.278091,-0.1,0.03,-0.02,12.97294,0,17.55026,-63.1441,36.72369,-49.32578
1966M07,85.84,3.37,4.86,56.6,-3.067644,0.302356,6.3943,0.32,-0.1,0.03,4.278091,12.97294,0,-9.956228,-63.1441,36.72369
1966M08,80.65,3.6,4.93,56.7,-72.55351,-68.95351,2.12019,0.07,0.32,-0.1,6.3943,4.278091,12.97294,-3.067644,-9.956228,-63.1441
1966M09,77.81,3.75,5.36,57.2,-42.25672,-38.50672,10.58201,0.43,0.07,0.32,2.12019,6.3943,4.278091,-72.55351,-3.067644,-9.956228
1966M10,77.13,3.76,5.39,57.6,-10.48709,-6.727089,8.391561,0.03,0.43,0.07,10.58201,2.12019,6.3943,-42.25672,-72.55351,-3.067644
1966M11,80.99,3.66,5.34,57.2,60.05446,63.71446,-8.333286,-0.05,0.03,0.43,8.391561,10.58201,2.12019,-10.48709,-42.25672,-72.55351
1966M12,81.33,3.59,5.01,57.3,5.037718,8.627718,2.09787,-0.33,-0.05,0.03,-8.333286,8.391561,10.58201,60.05446,-10.48709,-42.25672
1967M01,84.45,3.51,4.76,57.6,46.0346,49.5446,6.282707,-0.25,-0.33,-0.05,2.09787,-8.333286,8.391561,5.037718,60.05446,-10.48709
1967M02,87.36,3.36,4.55,57,41.34996,44.70996,-12.49997,-0.21,-0.25,-0.33,6.282707,2.09787,-8.333286,46.0346,5.037718,60.05446
1967M03,89.42,3.29,4.29,56.6,28.29667,31.58667,-8.421085,-0.26,-0.21,-0.25,-12.49997,6.282707,2.09787,41.34996,46.0346,5.037718
1967M04,90.96,3.24,3.85,57.2,20.66653,23.90653,12.7209,-0.44,-0.26,-0.21,-8.421085,-12.49997,6.282707,28.29667,41.34996,46.0346
1967M05,92.59,3.19,3.64,56.7,21.50392,24.69392,-10.48951,-0.21,-0.44,-0.26,12.7209,-8.421085,-12.49997,20.66653,28.29667,41.34996
1967M06,91.43,3.19,3.48,56.7,-15.03397,-11.84397,0,-0.16,-0.21,-0.44,-10.48951,12.7209,-8.421085,21.50392,20.66653,28.29667
1967M07,93.01,3.15,4.31,56.5,20.7372,23.8872,-4.23282,0.83,-0.16,-0.21,0,-10.48951,12.7209,-15.03397,21.50392,20.66653
1967M08,94.49,3.11,4.28,57.6,19.09467,22.20467,23.3628,-0.03,0.83,-0.16,-4.23282,0,-10.48951,20.7372,-15.03397,21.50392
1967M09,95.81,3.07,4.45,57.5,16.76368,19.83368,-2.083302,0.17,-0.03,0.83,23.3628,-4.23282,0,19.09467,20.7372,-15.03397
1967M10,95.66,3.07,4.59,58,-1.878642,1.191358,10.43478,0.14,0.17,-0.03,-2.083302,23.3628,-4.23282,16.76368,19.09467,20.7372
1967M11,92.66,3.18,4.76,58.8,-37.63329,-34.45329,16.55171,0.17,0.14,0.17,10.43478,-2.083302,23.3628,-1.878642,16.76368,19.09467
1967M12,95.3,3.09,5.01,59.5,34.1895,37.2795,14.28573,0.25,0.17,0.14,16.55171,10.43478,-2.083302,-37.63329,-1.878642,16.76368
1968M01,95.04,3.13,5.08,59.4,-3.273899,-0.143899,-2.016776,0.07,0.25,0.17,14.28573,16.55171,10.43478,34.1895,-37.63329,-1.878642
1968M02,90.75,3.28,4.97,59.6,-54.16668,-50.88668,4.040342,-0.11,0.07,0.25,-2.016776,14.28573,16.55171,-3.273899,34.1895,-37.63329
1968M03,89.09,3.34,5.14,59.8,-21.95046,-18.61046,4.026861,0.17,-0.11,0.07,4.040342,-2.016776,14.28573,-54.16668,-3.273899,34.1895
1968M04,95.67,3.12,5.37,59.9,88.6295,91.7495,2.006735,0.23,0.17,-0.11,4.026861,4.040342,-2.016776,-21.95046,-54.16668,-3.273899
1968M05,97.87,3.07,5.62,60.6,27.59492,30.66492,14.02331,0.25,0.23,0.17,2.006735,4.026861,4.040342,88.6295,-21.95046,-54.16668
1968M06,100.53,3,5.54,60.8,32.61464,35.61464,3.960411,-0.08,0.25,0.23,14.02331,2.006735,4.026861,27.59492,88.6295,-21.95046
1968M07,100.3,3,5.38,60.7,-2.745398,0.254602,-1.973654,-0.16,-0.08,0.25,3.960411,14.02331,2.006735,32.61464,27.59492,88.6295
1968M08,98.11,3.09,5.09,60.9,-26.20143,-23.11143,3.953887,-0.29,-0.16,-0.08,-1.973654,3.960411,14.02331,-2.745398,32.61464,27.59492
1968M09,101.34,3.01,5.2,61.1,39.50662,42.51662,3.940826,0.11,-0.29,-0.16,3.953887,-1.973654,3.960411,-26.20143,-2.745398,32.61464
1968M10,103.76,2.94,5.33,61.2,28.65608,31.59608,1.964038,0.13,0.11,-0.29,3.940826,3.953887,-1.973654,39.50662,-26.20143,-2.745398
1968M11,105.4,2.92,5.49,62,18.96684,21.88684,15.68626,0.16,0.13,0.11,1.964038,3.940826,3.953887,28.65608,39.50662,-26.20143
1968M12,106.48,2.93,5.92,62.2,12.29604,15.22604,3.870983,0.43,0.16,0.13,15.68626,1.964038,3.940826,18.96684,28.65608,39.50662
1969M01,102.04,3.06,6.18,62.6,-50.03759,-46.97759,7.716998,0.26,0.43,0.16,3.870983,15.68626,1.964038,12.29604,18.96684,28.65608
1969M02,101.46,3.1,6.16,63,-6.820876,-3.720876,7.667761,-0.02,0.26,0.43,7.716998,3.870983,15.68626,-50.03759,12.29604,18.96684
1969M03,99.3,3.17,6.08,63.5,-25.54697,-22.37697,9.523809,-0.08,-0.02,0.26,7.667761,7.716998,3.870983,-6.820876,-50.03759,12.29604
1969M04,101.26,3.11,6.15,63.2,23.68579,26.79579,-5.669277,0.07,-0.08,-0.02,9.523809,7.667761,7.716998,-25.54697,-6.820876,-50.03759
1969M05,104.62,3.02,6.08,63,39.81829,42.83829,-3.797483,-0.07,0.07,-0.08,-5.669277,9.523809,7.667761,23.68579,-25.54697,-6.820876
1969M06,99.14,3.18,6.49,63.6,-62.85609,-59.67609,11.42854,0.41,-0.07,0.07,-3.797483,-5.669277,9.523809,39.81829,23.68579,-25.54697
1969M07,94.71,3.34,7,63.9,-53.62114,-50.28114,5.660435,0.51,0.41,-0.07,11.42854,-3.797483,-5.669277,-62.85609,39.81829,23.68579
1969M08,94.18,3.37,7.01,64.1,-6.71522,-3.345221,3.755811,0.01,0.51,0.41,5.660435,11.42854,-3.797483,-53.62114,-62.85609,39.81829
1969M09,94.51,3.33,7.13,64.1,4.204738,7.534738,0,0.12,0.01,0.51,3.755811,5.660435,11.42854,-6.71522,-53.62114,-62.85609
1969M10,95.52,3.33,7.04,64.1,12.82397,16.15397,0,-0.09,0.12,0.01,0,3.755811,5.660435,4.204738,-6.71522,-53.62114
1969M11,96.21,3.31,7.19,63.5,8.668372,11.97837,-11.23242,0.15,-0.09,0.12,0,0,3.755811,12.82397,4.204738,-6.71522
1969M12,91.11,3.52,7.72,63.3,-63.61083,-60.09083,-3.779542,0.53,0.15,-0.09,-11.23242,0,0,8.668372,12.82397,4.204738
1970M01,90.31,3.56,7.91,62.1,-10.53675,-6.976755,-22.74883,0.19,0.53,0.15,-3.779542,-11.23242,0,-63.61083,8.668372,12.82397
1970M02,87.16,3.68,7.16,62.1,-41.85575,-38.17575,0,-0.75,0.19,0.53,-22.74883,-3.779542,-11.23242,-10.53675,-63.61083,8.668372
1970M03,88.65,3.6,6.71,62,20.51397,24.11397,-1.932338,-0.45,-0.75,0.19,0,-22.74883,-3.779542,-41.85575,-10.53675,-63.61083
1970M04,85.95,3.7,6.48,61.9,-36.54828,-32.84828,-1.935454,-0.23,-0.45,-0.75,-1.932338,0,-22.74883,20.51397,-41.85575,-10.53675
1970M05,76.06,4.2,7.04,61.8,-138.0803,-133.8803,-1.938655,0.56,-0.23,-0.45,-1.935454,-1.932338,0,-36.54828,20.51397,-41.85575
1970M06,75.59,4.17,6.74,61.6,-7.415218,-3.245218,-3.88351,-0.3,0.56,-0.23,-1.938655,-1.935454,-1.932338,-138.0803,-36.54828,20.51397
1970M07,75.72,4.2,6.47,61.7,2.063843,6.263843,1.948097,-0.27,-0.3,0.56,-3.88351,-1.938655,-1.935454,-7.415218,-138.0803,-36.54828
1970M08,77.92,4.07,6.41,61.6,34.86524,38.93524,-1.944939,-0.06,-0.27,-0.3,1.948097,-3.88351,-1.938655,2.063843,-7.415218,-138.0803
1970M09,82.58,3.82,6.24,61.2,71.76598,75.58598,-7.792163,-0.17,-0.06,-0.27,-1.944939,1.948097,-3.88351,34.86524,2.063843,-7.415218
1970M10,84.37,3.74,5.93,60,26.01115,29.75115,-23.52943,-0.31,-0.17,-0.06,-7.792163,-1.944939,1.948097,71.76598,34.86524,2.063843
1970M11,84.28,3.72,5.29,59.6,-1.280132,2.439868,-8.000031,-0.64,-0.31,-0.17,-23.52943,-7.792163,-1.944939,26.01115,71.76598,34.86524
1970M12,90.05,3.46,4.86,61,82.15479,85.61478,28.18795,-0.43,-0.64,-0.31,-8.000031,-23.52943,-7.792163,-1.280132,26.01115,71.76598
1971M01,93.49,3.32,4.49,61.5,45.84113,49.16113,9.836065,-0.37,-0.43,-0.64,28.18795,-8.000031,-23.52943,82.15479,-1.280132,26.01115
1971M02,97.11,3.18,3.77,61.3,46.4649,49.6449,-3.902454,-0.72,-0.37,-0.43,9.836065,28.18795,-8.000031,45.84113,82.15479,-1.280132
1971M03,99.6,3.1,3.32,61.3,30.7692,33.8692,0,-0.45,-0.72,-0.37,-3.902454,9.836065,28.18795,46.4649,45.84113,82.15479
1971M04,103.04,2.99,3.78,61.6,41.44582,44.43582,5.872742,0.46,-0.45,-0.72,0,-3.902454,9.836065,30.7692,46.4649,45.84113
1971M05,101.64,3.04,4.14,61.9,-16.30437,-13.26437,5.844215,0.36,0.46,-0.45,5.872742,0,-3.902454,41.44582,30.7692,46.4649
1971M06,99.72,3.1,4.7,62.2,-22.66822,-19.56822,5.815817,0.56,0.36,0.46,5.844215,5.872742,0,-16.30437,41.44582,30.7692
1971M07,99,3.13,5.41,62,-8.664274,-5.534274,-3.858535,0.71,0.56,0.36,5.815817,5.844215,5.872742,-22.66822,-16.30437,41.44582
1971M08,97.24,3.18,5.08,61.7,-21.33336,-18.15336,-5.806437,-0.33,0.71,0.56,-3.858535,5.815817,5.844215,-8.664274,-22.66822,-16.30437
1971M09,99.4,3.09,4.67,62.7,26.65574,29.74574,19.44895,-0.41,-0.33,0.71,-5.806437,-3.858535,5.815817,-21.33336,-8.664274,-22.66822
1971M10,97.29,3.16,4.49,63.1,-25.47284,-22.31284,7.655458,-0.18,-0.41,-0.33,19.44895,-5.806437,-3.858535,26.65574,-21.33336,-8.664274
1971M11,92.78,3.31,4.19,63.4,-55.62753,-52.31753,5.705288,-0.3,-0.18,-0.41,7.655458,19.44895,-5.806437,-25.47284,26.65574,-21.33336
1971M12,99.17,3.1,4.02,64.1,82.64711,85.74711,13.24915,-0.17,-0.3,-0.18,5.705288,7.655458,19.44895,-55.62753,-25.47284,26.65574
1972M01,103.3,2.96,3.4,65.6,49.97485,52.93485,28.08112,-0.62,-0.17,-0.3,13.24915,5.705288,7.655458,82.64711,-55.62753,-25.47284
1972M02,105.24,2.92,3.18,66,22.53624,25.45624,7.317101,-0.22,-0.62,-0.17,28.08112,13.24915,5.705288,49.97485,82.64711,-55.62753
1972M03,107.69,2.86,3.72,66.5,27.9362,30.7962,9.090909,0.54,-0.22,-0.62,7.317101,28.08112,13.24915,22.53624,49.97485,82.64711
1972M04,108.81,2.83,3.72,67.6,12.48021,15.31021,19.8496,0,0.54,-0.22,9.090909,7.317101,28.08112,27.9362,22.53624,49.97485
1972M05,107.65,2.88,3.65,67.5,-12.7929,-9.912898,-1.775121,-0.07,0,0.54,19.8496,9.090909,7.317101,12.48021,27.9362,22.53624
1972M06,108.01,2.87,3.87,67.7,4.013012,6.883012,3.555501,0.22,-0.07,0,-1.775121,19.8496,9.090909,-12.7929,12.48021,27.9362
1972M07,107.21,2.9,4.06,67.6,-8.8881,-5.9881,-1.772499,0.19,0.22,-0.07,3.555501,-1.775121,19.8496,4.013012,-12.7929,12.48021
1972M08,111.01,2.8,4.01,68.5,42.53338,45.33338,15.97636,-0.05,0.19,0.22,-1.772499,3.555501,-1.775121,-8.8881,4.013012,-12.7929
1972M09,109.39,2.83,4.65,69.2,-17.51196,-14.68196,12.26272,0.64,-0.05,0.19,15.97636,-1.772499,3.555501,42.53338,-8.8881,4.013012
1972M10,109.56,2.82,4.72,70.2,1.864867,4.684867,17.34104,0.07,0.64,-0.05,12.26272,15.97636,-1.772499,-17.51196,42.53338,-8.8881
1972M11,115.05,2.73,4.77,71.1,60.1315,62.8615,15.38464,0.05,0.07,0.64,17.34104,12.26272,15.97636,1.864867,-17.51196,42.53338
1972M12,117.5,2.7,5.06,71.7,25.55407,28.25407,10.12656,0.29,0.05,0.07,15.38464,17.34104,12.26272,60.1315,1.864867,-17.51196
1973M01,118.42,2.69,5.31,71.8,9.395726,12.08573,1.673742,0.25,0.29,0.05,10.12656,15.38464,17.34104,25.55407,60.1315,1.864867
1973M02,114.16,2.8,5.56,72.8,-43.16833,-40.36833,16.71309,0.25,0.25,0.29,1.673742,10.12656,15.38464,9.395726,25.55407,60.1315
1973M03,112.42,2.83,6.05,72.8,-18.29018,-15.46018,0,0.49,0.25,0.25,16.71309,1.673742,10.12656,-43.16833,9.395726,25.55407
1973M04,110.27,2.9,6.29,73,-22.94967,-20.04967,3.296653,0.24,0.49,0.25,0,16.71309,1.673742,-18.29018,-43.16833,9.395726
1973M05,107.22,3.01,6.35,73.4,-33.19121,-30.18121,6.575367,0.06,0.24,0.49,3.296653,0,16.71309,-22.94967,-18.29018,-43.16833
1973M06,104.75,3.06,7.19,73.9,-27.64411,-24.58411,8.174387,0.84,0.06,0.24,6.575367,3.296653,0,-33.19121,-22.94967,-18.29018
1973M07,105.83,3.04,8.02,74.4,12.37234,15.41234,8.11908,0.83,0.84,0.06,8.174387,6.575367,3.296653,-27.64411,-33.19121,-22.94967
1973M08,103.8,3.16,8.67,74.3,-23.01803,-19.85803,-1.612879,0.65,0.83,0.84,8.11908,8.174387,6.575367,12.37234,-27.64411,-33.19121
1973M09,105.61,3.13,8.48,74.9,20.92483,24.05483,9.690419,-0.19,0.65,0.83,-1.612879,8.11908,8.174387,-23.01803,12.37234,-27.64411
1973M10,109.84,3.05,7.16,75.2,48.06358,51.11358,4.806335,-1.32,-0.19,0.65,9.690419,-1.612879,8.11908,20.92483,-23.01803,12.37234
1973M11,102.03,3.36,7.87,75.2,-85.32408,-81.96408,0,0.71,-1.32,-0.19,4.806335,9.690419,-1.612879,48.06358,20.92483,-23.01803
1973M12,94.78,3.7,7.36,74,-85.26904,-81.56905,-19.14889,-0.51,0.71,-1.32,0,4.806335,9.690419,-85.32408,48.06358,20.92483
1974M01,96.11,3.64,7.75,73,16.83902,20.47902,-16.21622,0.39,-0.51,0.71,-19.14889,0,4.806335,-85.26904,-85.32408,48.06358
1974M02,93.45,3.81,7.06,72.7,-33.21199,-29.40199,-4.931557,-0.69,0.39,-0.51,-16.21622,-19.14889,0,16.83902,-85.26904,-85.32408
1974M03,97.44,3.65,7.99,73,51.23603,54.88603,4.951908,0.93,-0.69,0.39,-4.931557,-16.21622,-19.14889,-33.21199,16.83902,-85.26904
1974M04,92.46,3.86,8.23,72.9,-61.33009,-57.47009,-1.643811,0.24,0.93,-0.69,4.951908,-4.931557,-16.21622,51.23603,-33.21199,16.83902
1974M05,89.67,4,8.43,73.8,-36.21027,-32.21027,14.81484,0.200001,0.24,0.93,-1.643811,4.951908,-4.931557,-61.33009,51.23603,-33.21199
1974M06,89.79,4.02,8.14,74,1.605925,5.625925,3.251983,-0.29,0.200001,0.24,14.81484,-1.643811,4.951908,-36.21027,-61.33009,51.23603
1974M07,82.82,4.42,7.75,73.6,-93.1507,-88.73071,-6.486511,-0.39,-0.29,0.200001,3.251983,14.81484,-1.643811,1.605925,-36.21027,-61.33009
1974M08,76.03,4.9,8.74,73.4,-98.38204,-93.48204,-3.26082,0.99,-0.39,-0.29,-6.486511,3.251983,14.81484,-93.1507,1.605925,-36.21027
1974M09,68.12,5.45,8.36,73.7,-124.8454,-119.3954,4.904557,-0.38,0.99,-0.39,-3.26082,-6.486511,3.251983,-98.38204,-93.1507,1.605925
1974M10,69.44,5.38,7.24,73.2,23.25308,28.63308,-8.141113,-1.12,-0.38,0.99,4.904557,-3.26082,-6.486511,-124.8454,-98.38204,-93.1507
1974M11,71.74,5.13,7.58,71.1,39.74646,44.87646,-34.4262,0.34,-1.12,-0.38,-8.141113,4.904557,-3.26082,23.25308,-124.8454,-98.38204
1974M12,67.07,5.43,7.18,68.1,-78.11539,-72.68539,-50.63291,-0.4,0.34,-1.12,-34.4262,-8.141113,4.904557,39.74646,23.25308,-124.8454
1975M01,72.56,5.07,6.49,66.3,98.22569,103.2957,-31.71798,-0.69,-0.4,0.34,-50.63291,-34.4262,-8.141113,-78.11539,39.74646,23.25308
1975M02,80.1,4.61,5.58,65.3,124.6968,129.3068,-18.09955,-0.91,-0.69,-0.4,-31.71798,-50.63291,-34.4262,98.22569,-78.11539,39.74646
1975M03,83.78,4.42,5.54,64.1,55.1311,59.55109,-22.05215,-0.04,-0.91,-0.69,-18.09955,-31.71798,-50.63291,124.6968,98.22569,-78.11539
1975M04,84.72,4.34,5.69,64.7,13.46387,17.80387,11.23242,0.15,-0.04,-0.91,-22.05215,-18.09955,-31.71798,55.1311,124.6968,98.22569
1975M05,90.1,4.08,5.32,64.5,76.20393,80.28393,-3.709372,-0.37,0.15,-0.04,11.23242,-22.05215,-18.09955,13.46387,55.1311,124.6968
1975M06,92.4,4.02,5.19,65.3,30.63267,34.65267,14.88378,-0.13,-0.37,0.15,-3.709372,11.23242,-22.05215,76.20393,13.46387,55.1311
1975M07,92.49,4.02,6.16,65.7,1.168784,5.188784,7.350576,0.97,-0.13,-0.37,14.88378,-3.709372,11.23242,30.63267,76.20393,13.46387
1975M08,85.71,4.36,6.46,66.9,-87.96626,-83.60625,21.91789,0.3,0.97,-0.13,7.350576,14.88378,-3.709372,1.168784,30.63267,76.20393
